"title","release","day_audience","total_audience","day23_audience","total23_audience","day23_screen","screen","Nationality","distributor","grade","genre","director","actor","date","day","weekday","dire_score","agency_score","actors_score","expect","Netizen_score","ranks_sum","SF","family","horror","documentary","drama","romance","musical","mystery","crime","historyy","western","adult","thrill","animation","action","adventure","war","comedy","fantasy","X18","all","X15","USA","KOR","first_day_audience","holiday"
"스틸앨리스","2015-04-29",342,111611,47069,3057470,38,79,"미국","그린나래미디어(주)","12세이상관람가","드라마","리처드글랫저,워시웨스트모어랜드","줄리안무어,알렉볼드윈,크리스틴스튜어트,케이트보스워스","2015-06-07",40,"일요일",0,0,8,"900",8.48,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7385,0
"스파이","2013-09-05",721,3433042,47069,3057470,397,636,"한국","씨제이이앤엠(주)","15세이상관람가","액션","이승준","설경구,문소리,다니엘헤니,고창석,한예리,라미란,서승인,이대수,이성제,최승현,오대환,이무생,강석철,김종수,조영진","2013-10-14",40,"월요일",2,4,13,"0",6.97,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,158428,1
"스파이","2017-07-05",824,7255302,22024,7032210,410,1703,"미국","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","12세이상관람가","액션,어드벤처,SF","존와츠","톰홀랜드,로버트다우니주니어,마이클키튼,마리사토메이,젠다야콜맨,존파브로,마틴스타,로건마샬-그린,가르셀라보베,스탠리,보킴우드바인,케네스최,토니레볼로리,타인달리","2017-08-13",40,"일요일",0,1,10,"15,235",8.39,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,158428,0
"스파이더맨홈커밍","2015-05-21",317,2317056,26571,2115097,369,636,"미국","이십세기폭스코리아(주)","15세이상관람가","액션,코미디","폴페이그","주드로,제이슨스타뎀,멜리사맥카시,로즈번,앨리슨제니,피터세라피노윅","2015-06-29",40,"월요일",0,3,NA,"2,016",8.78,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,551905,0
"스파이브릿지","2015-11-05",22,264809,98,263465,3,351,"미국","이십세기폭스코리아(주)","12세이상관람가","스릴러,드라마","스티븐스필버그","톰행크스,마크라이런스,오스틴스토웰","2015-12-14",40,"월요일",2,3,3,"878",8.39,1.286,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24736,0
"스포트라이트","2016-02-24",268,296088,1545,278065,91,295,"미국","(주)팝엔터테인먼트","15세이상관람가","드라마,스릴러","토마스맥카시","마이클키튼,마크러팔로,레이첼맥아담스","2016-04-03",40,"일요일",0,1,8,"1,122",8.92,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,25951,0
"슬럼독밀리어네어","2009-03-19",2903,1099664,16793,904279,169,184,"영국","씨제이엔터테인먼트","15세이상관람가","드라마,멜로/로맨스,범죄","대니보일","데브파텔,프리다핀토","2009-04-27",40,"월요일",1,4,0,"0",8.83,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29590,0
"슬픔보다더슬픈이야기","2009-03-11",20,715783,2213,694636,124,257,"한국","(주)쇼박스","15세이상관람가","멜로/로맨스,드라마","원태연","권상우,이보영,이범수,손현수,김흥국,최종학,박정아,박정환,조은란,김민형,박호진,김경선,윤석원,박미애,박선영,정윤미,정종우,이승철,양혜원,이하진,이형민,신현탁,이한위,지대한","2009-04-19",40,"일요일",0,4,9,"0",8.37,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22339,0
"시","2010-05-13",514,206282,2956,179820,80,161,"한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","이창동","윤정희,이다윗,김희라,안내상,홍성범,신소영,박용식,조한기,허윤선,노정욱,김기현,한수영,김계선,장영주,정은경,박성국,정재호,김용란,김용택,정대용","2010-06-21",40,"월요일",1,3,1,"0",8.93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8276,0
"시간여행자의아내","2009-10-28",10,727513,3475,696906,165,247,"미국","(주)일레븐엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","멜로/로맨스,드라마,SF","로베르트슈벤트케","에릭바나,레이첼맥아덤즈","2009-12-06",40,"일요일",0,3,0,"20",8.27,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32457,0
"시라노;연애조작단","2010-09-16",10525,2580769,55859,1970691,342,339,"한국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스,코미디","김현석","엄태웅,이민정,최다니엘,박신혜,박철민,전아민,송새벽,류현경,김유경,박은성,조재형,송다은,한대룡,서대현,김대인,김상렬,이병규,유일한,이미도,이미소,김지영,이대연,권해효","2010-10-25",40,"월요일",3,4,4,"0",8.73,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,106880,1
"시체가돌아왔다","2012-03-29",5,986868,10495,924245,220,402,"한국","씨제이이앤엠(주)","15세이상관람가","범죄,드라마","우선호","이범수,류승범,김옥빈,정만식,유다인,신정근,고창석,정인기,오정세,배정남,최동헌,김병오,최태환,박혜인,서성만,윤석진,손종학","2012-05-07",40,"월요일",0,4,19,"0",7.41,1.857,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,55629,0
"시카리오암살자의도시","2015-12-03",292,148469,2341,132885,22,206,"미국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","범죄,미스터리,스릴러","드니빌뇌브","에밀리블런트,베니치오델토로,조슈브롤린","2016-01-11",40,"월요일",0,4,4,"409",8.25,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,10547,0
"시크릿","2009-12-03",6,1043594,2850,1036309,33,5,"한국","씨제이엔터테인먼트","청소년관람불가","스릴러,드라마,미스터리","윤재구","차승원,송윤아,류승룡,김수남,박효주,한아름,천지윤,최가희,박경소,임기홍,이엘,김주석,김준영,박진우,이철민,오정세,최성민,곽민호,김민교","2010-01-11",40,"월요일",1,4,6,"0",7.58,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,60909,0
"식객2김치전쟁","2010-01-28",272,451268,1188,442233,10,341,"한국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","드라마","백동훈,김길형","김정은,진구,왕지혜,한혜숙,허동우,윤현아,박재영,이병준,박정미,황재희,한영수,문정은,이명우,김순태,김정원,오무영,전숙,이학석,이현옥,이혜림,김은숙,최종원,김영옥,박길수,김인우","2010-03-08",40,"월요일",0,4,2,"0",7.2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45705,1
"신과함께죄와벌","2017-12-20",93734,13948386,123573,12098499,891,1538,"한국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","판타지,드라마","김용화","하정우,차태현,주지훈,김향기,마동석,김동욱,도경수,오달수,임원희,장광,정해균,김수안,이정재,김해숙,이경영,김하늘,최용훈,강소백,정수윤,이수봉,이승준,이지향,김태준,정지훈,예수정,김기태","2018-01-28",40,"일요일",3,4,71,"57,194",7.85,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,422564,0
"신비한동물사전","2016-11-16",6058,4652626,22505,4327544,431,1091,"미국","워너브러더스코리아(주)","12세이상관람가","어드벤처,가족,판타지","데이빗예이츠","에디레드메인,콜린파렐,캐서린워터스턴,앨리슨수돌,댄포글러,사만다모튼,젠머레이","2016-12-25",40,"일요일",3,4,2,"12,840",8.21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,245259,0
"신세계","2013-02-21",15659,4532006,69129,3707153,410,602,"한국","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","범죄,액션","박훈정","이정재,최민식,황정민,박성웅,송지효,정영기,이경영,정군,정민욱,정종화,최봉록,권지훈,한동욱,한재덕,허명행,남경민,신수정,연영식,김병옥,김홍파,장광,정재헌,김윤성,최일화","2013-04-01",40,"월요일",3,3,21,"0",8.89,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,178126,0
"신의한수","2014-07-03",91,3566193,29683,3411206,357,664,"한국","(주)쇼박스","청소년관람불가","범죄,액션","조범구","정우성,안성기,이범수,김인권,이시영,안길강,최진혁,홍성덕,정윤선,강다혜,박지훈,백동현,서병덕,고용석,윤정희,이다혜,최두엽,최시은,최제헌,이명희,권태원,이은지,이정호,이주희,김선웅,김주형,김태진,박갑진,유재상,김홍파,유순철,김명수,안서현,이용녀,최일화","2014-08-11",40,"월요일",2,4,19,"2,407",8.04,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,255404,0
"신이보낸사람","2014-02-13",498,419154,3723,379495,149,221,"한국","(주)씨타마운틴픽쳐스,(주)마인스엔터테인먼트","15세이상관람가","드라마","김진무","김인권,홍경인,최규환,기주봉,안병경,조덕제,김재화,박정희,임준규,정동철,정유동,정현기,권혁주,황규연,이정수,이정민,김상준,김은혜,최규환,안병경,오산하","2014-03-24",40,"월요일",0,0,1,"0",8.09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30149,0
"실버라이닝플레이북","2013-02-14",17,125825,647,119286,13,226,"미국","(주)나이너스엔터테인먼트","청소년관람불가","멜로/로맨스,코미디,드라마","데이빗O.러셀","제니퍼로렌스,브래들리쿠퍼,로버트드니로","2013-03-25",40,"월요일",0,0,2,"0",8.58,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,21796,0
"실종","2009-03-19",767,626005,4418,598917,171,243,"한국","(주)시너지하우스(시너지)","청소년관람불가","범죄,스릴러,미스터리","김성홍","문성근,추자현,전세홍,오성수,백설아,허기호,이봉규,남문철","2009-04-27",40,"월요일",0,2,2,"0",6.05,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,35942,0
"심야식당","2015-06-18",44,130870,1598,118229,41,167,"일본","(주)영화사진진","12세이상관람가","드라마","마츠오카조지","코바야시카오루,오다기리조,타카오카사키","2015-07-27",40,"월요일",0,0,0,"621",8.59,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7441,0
"심야의F.M.","2010-10-14",56,1200706,12251,1120442,246,372,"한국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러,범죄","김상만","수애,유지태,정혜영,김동협,제정훈,조영천,김유화,신다은,김보라,최다연,정유미,최용준,김수홍,김윤태,정만식","2010-11-22",40,"월요일",1,4,7,"0",6.84,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,66732,0
"심장이뛴다","2011-01-05",31,1021878,653,1019451,12,424,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","윤재근","김윤진,박해일,강신일,강신일,한유빈,조윤정,조정준,박현숙,방윤지,서아름,문대영,김경태,임혜진,장유진,전병철,권민경,박선영,정민교,엄세현,이윤재,이승준,박진우,이희준,전배수,이한위,남성호,김상호","2011-02-13",40,"일요일",1,4,14,"0",7.54,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80883,1
"싱스트리트","2016-05-19",634,553041,4689,511953,136,465,"아일랜드","(주)이수C&E","15세이상관람가","드라마,멜로/로맨스","존카니","퍼디아월시-필로,루시보인턴,잭레이너","2016-06-27",40,"월요일",1,1,1,"1,449",9.02,1.571,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34575,0
"써니","2011-05-04",111482,4725351,73588,2950633,433,392,"한국","씨제이이앤엠(주)","15세이상관람가","드라마,코미디","강형철","유호정,심은경,강소라,고수희,홍진희,강지원,김민영,김선경,진희경,김보미,이연경,박진주,남보라,민효린,윤미라,조민수,박윤정,신윤정,박영서,김예원,천우희,박중훈,최형태,심소희,최혜선,전선희,박혜성,진승환,김보름,김도엽,고은별,이상은,윤수진,최선아,박보영,윤정,임은채,최아름,류혜린,최영호,정은지,이승훈,이다슬,한승현,김새벽,성지루,정원중,정석용,김원해,최명길,이상아,김영옥,김보연,선주아,김시후,김혜옥","2011-06-12",40,"일요일",3,4,8,"0",9.11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,115339,0
"써로게이트","2009-10-01",23,794388,1561,783347,75,180,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","15세이상관람가","SF,스릴러,액션","조나단모스토우","브루스윌리스,라다미첼","2009-11-09",40,"월요일",0,3,1,"0",7.46,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,68993,1
"썬더와마법저택","2013-12-24",48,904109,4992,896027,207,312,"벨기에","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,가족","벤스타센,제레미드그루손","김태균,정찬우","2014-02-01",40,"토요일",1,4,0,"0",8.81,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,23090,1
"썸머워즈","2009-08-13",15,131254,215,127664,7,96,"일본","씨제이엔터테인먼트","전체관람가","애니메이션,SF,전쟁","호소다마모루","사쿠라바나나미,카미키류노스케","2009-09-21",40,"월요일",0,4,0,"0",8.71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,13326,0
"쎄시봉","2015-02-05",116,1712543,8464,1668913,251,757,"한국","씨제이이앤엠(주)","15세이상관람가","멜로/로맨스,코미디,드라마","김현석","김윤석,정우,한효주,김희애,진구,장현성,강하늘,조복래,김인권,장미진,강명찬,정수교,조성관,천준호,최남주,최성택,최성택,최충열,송민석,박소담,오하늬,윤준호,이미소,김승찬,이병훈,이상희,이승현,안재홍,이대연,이동훈,권해효","2015-03-16",40,"월요일",3,4,18,"12,076",6.06,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,107586,1
"씽","2016-12-21",98,1730125,9271,1664013,279,555,"미국","유니버설픽쳐스인터내셔널코리아(유)","전체관람가","애니메이션,뮤지컬","가스제닝스","매튜매커너히,리즈위더스푼,스칼렛요한슨,태런에저튼,세스맥팔레인","2017-01-29",40,"일요일",1,3,9,"3,517",8.96,1.429,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,36525,1
"아가씨","2016-06-01",4483,4265044,37092,3901024,442,1016,"한국","씨제이이앤엠(주)","청소년관람불가","스릴러,드라마","박찬욱","김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재","2016-07-10",40,"일요일",2,4,27,"21,671",7.09,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,300792,0
"아더크리스마스","2011-11-25",148,621611,14017,554065,146,259,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가","애니메이션,가족","베리쿡","빌나이히,휴로리,짐브로드벤트,제임스맥어보이","2012-01-03",40,"화요일",0,3,2,"0",8.74,1.286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,19199,0
"아메리칸메이드","2017-09-14",60,400861,87,399724,7,653,"미국","유니버설픽쳐스인터내셔널코리아(유)","15세이상관람가","범죄,액션","더그라이만","톰크루즈,도널글리슨,사라라이트,제시플레먼스","2017-10-23",40,"월요일",2,3,12,"1,091",7.71,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,49698,1
"아메리칸셰프","2015-01-07",2689,144469,2474,96465,40,81,"미국","(주)영화사진진","15세이상관람가","코미디","존파브로","존파브로,엠제이안소니,소피아베르가라,스칼렛요한슨,더스틴호프만,로버트다우니주니어,존레귀자모","2015-02-15",40,"일요일",2,0,15,"1,802",8.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4700,0
"아메리칸스나이퍼","2015-01-14",842,344472,2290,317887,56,284,"미국","워너브러더스코리아(주)","청소년관람불가","액션","클린트이스트우드","브래들리쿠퍼,시에나밀러","2015-02-22",40,"일요일",0,4,3,"1,823",8.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21778,1
"아바타","2009-12-17",114092,10401400,152543,7346328,573,724,"미국","이십세기폭스코리아(주)","12세이상관람가","SF,액션,어드벤처","제임스카메론","샘워싱턴,조샐다나,시고니위버","2010-01-25",40,"월요일",1,3,1,"0",9.07,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,275696,0
"아이들...","2011-02-17",28,1866107,6676,1809007,223,380,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,스릴러","이규만","박용우,류승룡,성동일,성지루,김여진,박병은,주진모,조덕제,서영화,이의수,손광익,임태환,이상훈,박현수,이보라,최동훈,유지은,이훈직,정민,정계순,양지웅,신현종,장준녕,이봉규,전국환,서주희,라미란,오동주,박미현,이재우","2011-03-28",40,"월요일",1,4,13,"0",7.87,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,250469,0
"아이스에이지3공룡시대","2009-08-12",1128,862885,869,831822,108,320,"미국","이십세기폭스필름코퍼레이션","전체관람가","애니메이션,어드벤처,가족,드라마","카를로스살다나,마이크트메이어","데니스리어리,퀸라티파,존레귀자모","2009-09-20",40,"일요일",1,2,0,"0",8.77,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,49484,0
"아이스에이지4대륙이동설","2012-07-25",4200,1642035,9932,1533779,151,419,"미국","이십세기폭스코리아(주)","전체관람가","애니메이션,어드벤처,코미디,가족","스티브마티노,마이크트메이어","존레귀자모,레이로마노,데니스리어리,퀸라티파,제니퍼로페즈","2012-09-02",40,"일요일",1,3,0,"0",8.26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,45942,0
"아이스에이지지구대충돌","2016-07-20",25,553492,270,550955,9,480,"미국","이십세기폭스코리아(주)","전체관람가","애니메이션,어드벤처,코미디","마이크트메이어","존레귀자모,레이로마노,제니퍼로페즈,아담드바인,제시타일러퍼거슨,사이몬페그,멜리사로치","2016-08-28",40,"일요일",1,3,3,"2,266",8.2,1.571,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,18031,0
"아이언맨2","2010-04-29",370,4423122,92853,4151607,294,735,"미국","씨제이엔터테인먼트","12세이상관람가","SF,액션,어드벤처","존파브로","로버트다우니주니어,기네스팰트로우,돈치들,스칼렛요한슨,미키루크","2010-06-07",40,"월요일",2,4,3,"0",7.35,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,254749,0
"아이언맨3","2013-04-25",6925,8975724,277522,8051086,617,1229,"미국","소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)","12세이상관람가","액션,어드벤처,SF","쉐인블랙","로버트다우니주니어,기네스팰트로우,벤킹슬리,가이피어스,레베카홀,폴베타니,존파브로","2013-06-03",40,"월요일",0,2,7,"0",8.85,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,423201,0
"아이캔스피크","2017-09-21",2335,3260595,23524,3068360,517,1004,"한국","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스","12세이상관람가","코미디","김현석","나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이승민,이정현,홍상원,황연희","2017-10-30",40,"월요일",3,4,15,"6,377",9.35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,118648,1
"아이필프리티","2018-06-06",236,239371,1485,224460,59,175,"미국","(주)홈초이스","15세이상관람가","코미디","아비콘","에이미슈머,미쉘윌리엄스","2018-07-15",40,"일요일",0,0,0,"234",8.71,1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,27290,0
"아저씨","2010-08-04",86035,5540600,90032,3929296,330,411,"한국","씨제이엔터테인먼트","청소년관람불가","액션,드라마","이정범","원빈,김새론,김희원,김성오,김태훈,김호연,김성훈,김효민,김효서,신동민,홍석준,조영아,홍의정,이재원,조용현,박준우,최현아,황재순,박혜리,박호진,홍소희,노승우,임효우,이건문,백현익,서정주,김도형,민소연,이상하,박병렬,장민주,장준호,박성택,오정식,정도원,김창민,양종현,서민경,김지민,남경읍,송영창,이종필,조재윤,장준녕","2010-09-12",40,"일요일",1,4,1,"0",9.22,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,135451,0
"아티스트","2012-02-16",173,117523,1888,98360,78,90,"미국","(주)영화사진진","12세이상관람가","멜로/로맨스,코미디,드라마","미셀하자나비시우스","장뒤자르댕,베레니스베조,존굿맨,제임스크롬웰","2012-03-26",40,"월요일",0,0,1,"0",8.74,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6903,0
"악녀","2017-06-08",341,1207460,4822,1177875,234,563,"한국","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","액션","정병길","김옥빈,신하균,성준,김서형,조은지,이승주,정해균,박철민,손민지,민예지,김연우,주문수","2017-07-17",40,"월요일",2,3,16,"3,562",6.96,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,77718,0
"악마를보았다","2010-08-12",89,1815987,19993,1650634,253,462,"한국","(주)쇼박스","청소년관람불가","스릴러","김지운","이병헌,최민식,조승민,신정훈,이준혁,김인서,남보라,최문숙,박미선,장정원,윤채영,정지윤,이현용,최무성,천호진,한송이,오산하,조덕제,최진호,전국환,김강일","2010-09-20",40,"월요일",3,4,8,"0",7.87,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,118074,0
"악의연대기","2015-05-14",91,2191871,10502,2109933,272,693,"한국","씨제이이앤엠(주)","15세이상관람가","스릴러","백운학","손현주,마동석,최다니엘,박서준,이준혁,이태호,이현우,강민정,조은수,서정우,최동헌,안용우,이명준,이성재,이용희,이은정,김태강,정원중,지대한,장준녕,정준원","2015-06-22",40,"월요일",1,4,11,"5,113",7.63,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,127251,0
"안나카레니나","2013-03-21",221,142888,1108,132978,17,9,"미국","유니버설픽쳐스인터내셔널코리아(유)","15세이상관람가","드라마","조라이트","키이라나이틀리,주드로,애런존슨","2013-04-29",40,"월요일",0,3,6,"0",8.09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12979,0
"안녕,헤이즐","2014-08-13",129,748837,617,742518,742518,252,"미국","이십세기폭스코리아(주)","12세이상관람가","드라마,멜로/로맨스","조쉬분","쉐일린우들리,안셀엘고트,냇울프,윌렘데포","2014-09-21",40,"일요일",0,3,0,"2,251",8.6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34573,1
"암살","2015-07-22",135266,12193079,167032,9661333,613,1264,"한국","(주)쇼박스","15세이상관람가","액션,드라마","최동훈","전지현,이정재,하정우,오달수,조진웅,이경영,최덕문,김의성,박병은,김홍파,강용빈,홍성지,지동주,장현석,장용현,김민지,김승찬,안태랑,김예은,김정석,김정호,김준우,김지원,박상민,박정환,조승우,김해숙,진경,박소은,김인우,심희섭","2015-08-30",40,"일요일",2,4,48,"20,846",8.97,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,491916,0
"애나벨인형의주인","2017-08-10",14,1934177,2777,1920872,85,593,"미국","워너브러더스코리아(주)","15세이상관람가","공포(호러)","데이비드F.샌드버그","스테파니시그만,알리시아벨라베일리,미란다오토,탈리타베이트먼","2017-09-18",40,"월요일",2,4,0,"6,123",7.29,1.714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,183748,0
"애자","2009-09-09",21691,1810731,38910,1298803,265,334,"한국","(주)시너지하우스(시너지)","15세이상관람가","드라마,코미디","정기훈","김성태,최강희,김영애,소주영,허서영,박용제,박윤남,박인혁,김인서,최효준,황은정,김C,김봉기,정화영,전정원,이주호,김C,장영남,신정근,정혜선,최일화","2009-10-18",40,"일요일",2,2,1,"0",8.76,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,38349,1
"앨빈과슈퍼밴드2","2009-12-30",508,616617,1939,586502,47,212,"미국","이십세기폭스코리아(주)","전체관람가","가족,코미디,드라마","베티토머스","저스틴롱,매튜그레이거블러,제이슨리","2010-02-07",40,"일요일",0,3,0,"0",8.89,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,52396,0
"앨빈과슈퍼밴드3","2011-12-15",35,569487,3670,543864,66,251,"미국","이십세기폭스코리아(주)","전체관람가","애니메이션,코미디,어드벤처,가족","마이크미첼","저스틴롱,제이슨리,매튜그레이거블러,제시맥카트니","2012-01-23",40,"월요일",1,3,0,"0",8.4,1.286,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,9569,0
"앵그리버드더무비","2016-05-19",144,677962,550,634137,46,419,"미국","유니버설픽쳐스인터내셔널코리아(유)","전체관람가","애니메이션","퍼갈레일리,클레이케이티스",NA,"2016-06-27",40,"월요일",0,3,0,"2,592",8.29,1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,11715,0
"어글리트루스","2009-09-17",156,315570,995,305608,8,178,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","청소년관람불가","코미디,멜로/로맨스","로버트루게틱","캐서린헤이글,제라드버틀러","2009-10-26",40,"월요일",0,3,0,"0",8.38,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,24751,1
"어린왕자","2015-12-23",114,578695,528,573274,26,442,"프랑스","씨네그루(주)다우기술","전체관람가","애니메이션,판타지,어드벤처","마크오스본","제프브리지스,레이첼맥아담스,맥켄지포이,마리옹꼬띠아르,제임스프랭코,베니치오델토로,알버트브룩스,리키제바이스,폴지아마티,버드코트,릴리오스본","2016-01-31",40,"일요일",0,1,8,"4,537",8.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,33831,0
"어메이징스파이더맨","2012-06-28",185,4852950,43362,4638517,357,1001,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","12세이상관람가","액션","마크웹","앤드류가필드,엠마스톤,마틴쉰,샐리필드","2012-08-06",40,"월요일",2,3,0,"0",7.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,277511,0
