"title","release","day_audience","total_audience","release_audience","screen","Nationality","distributor","grade","genre","director","actor","date","day","weekday","holiday","agency_score","dire_score","expect","Netizen_score","actors_score","SF","family","horror","documentary","drama","romance","musical","mystery","crime","historyy","western","adult","thrill","animation","action","adventure","war","comedy","fantasy","X18","all","X15","USA","KOR","first_day_audience","holiday"
"스틸앨리스","2015-04-29",2285,91795,3867,79,"미국","그린나래미디어(주)","12세이상관람가","드라마","리처드글랫저,워시웨스트모어랜드","줄리안무어,알렉볼드윈,크리스틴스튜어트,케이트보스워스","2015-05-16",18,"토요일",0,0,0,"900",8.48,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7385,0
"스파이","2013-09-05",175501,2843502,133131,695,"한국","씨제이이앤엠(주)","15세이상관람가","액션","이승준","설경구,문소리,다니엘헤니,고창석,한예리,라미란,서승인,이대수,이성제,최승현,오대환,이무생,강석철,김종수,조영진","2013-09-22",18,"일요일",1,4,2,"2,016",6.97,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,158428,1
"스파이더맨홈커밍","2017-07-05",225367,6660675,545302,1703,"미국","소니픽쳐스엔터테인먼트코리아주식회사극장배급지점","12세이상관람가","액션,어드벤처,SF","존와츠","톰홀랜드,로버트다우니주니어,마이클키튼,마리사토메이,젠다야콜맨,존파브로,마틴스타,로건마샬-그린,가르셀라보베,스탠리,보킴우드바인,케네스최,토니레볼로리,타인달리","2017-07-22",18,"토요일",0,1,0,"15,235",8.39,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,551905,0
"스파이브릿지","2015-11-05",815,261428,18404,351,"미국","이십세기폭스코리아(주)","12세이상관람가","스릴러,드라마","스티븐스필버그","톰행크스,마크라이런스,오스틴스토웰","2015-11-22",18,"일요일",0,3,2,"878",8.39,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,24736,0
"스포트라이트","2016-02-24",8147,262514,21951,295,"미국","(주)팝엔터테인먼트","15세이상관람가","드라마,스릴러","토마스맥카시","마이클키튼,마크러팔로,레이첼맥아담스","2016-03-12",18,"토요일",0,1,0,"1,122",8.92,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,25951,0
"스폰지밥3D","2015-02-18",8152,308514,32216,355,"미국","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,코미디","폴티비트","안토니오반데라스,클랜시브라운,톰케니,전태열,이인성,최한","2015-03-07",18,"토요일",1,4,0,"5,389",8.38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,33086,1
"스플라이스","2010-07-01",867,161546,16341,121,"캐나다","(주)화천공사","청소년관람불가","SF,공포(호러),스릴러","빈센조나탈리","애드리언브로디,사라폴리","2010-07-18",18,"일요일",0,0,0,"0",6.01,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,16341,0
"스플릿","2016-11-09",9209,737701,33686,563,"한국","오퍼스픽쳐스","15세이상관람가","드라마","최국희","유지태,이정현,이다윗,정성화,김지은,김태훈,신민수,윤수현,이정주,이지수,조선묵,조수정,최승","2016-11-26",18,"토요일",0,1,0,"1,700",8.99,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,54269,0
"슬럼독밀리어네어","2009-03-19",47829,831902,28398,184,"영국","씨제이엔터테인먼트","15세이상관람가","드라마,멜로/로맨스,범죄","대니보일","데브파텔,프리다핀토","2009-04-05",18,"일요일",0,4,1,"0",8.83,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29590,0
"슬로우비디오","2014-10-02",20208,1140324,98673,596,"한국","이십세기폭스코리아(주)","12세이상관람가","드라마,코미디","김영탁","차태현,남상미,오달수,고창석,진경,유영,김강현,최성원,이준혁,이용감,이윤수,정다이,정지연,현창조,김상철,김용구,류혜영,조덕제,안길강","2014-10-19",18,"일요일",0,3,2,"8,508",7.76,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,110620,0
"슬픔보다더슬픈이야기","2009-03-11",28371,643124,21017,257,"한국","(주)쇼박스","15세이상관람가","멜로/로맨스,드라마","원태연","권상우,이보영,이범수,손현수,김흥국,최종학,박정아,박정환,조은란,김민형,박호진,김경선,윤석원,박미애,박선영,정윤미,정종우,이승철,양혜원,이하진,이형민,신현탁,이한위,지대한","2009-03-28",18,"토요일",0,4,0,"0",8.37,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22339,0
"시","2010-05-13",10106,155227,5677,161,"한국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","이창동","윤정희,이다윗,김희라,안내상,홍성범,신소영,박용식,조한기,허윤선,노정욱,김기현,한수영,김계선,장영주,정은경,박성국,정재호,김용란,김용택,정대용","2010-05-30",18,"일요일",0,3,1,"0",8.93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8276,0
"시간여행자의아내","2009-10-28",26615,647583,27746,247,"미국","(주)일레븐엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","멜로/로맨스,드라마,SF","로베르트슈벤트케","에릭바나,레이첼맥아덤즈","2009-11-14",18,"토요일",0,3,0,"20",8.27,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32457,0
"시간위의집","2017-04-05",256,128554,15518,407,"한국","(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니","15세이상관람가","미스터리,스릴러","임대웅","김윤진,옥택연,조재윤,이한위,박준면,백도빈,유인영","2017-04-22",18,"토요일",0,1,0,"1,987",7.61,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,21604,0
"시간이탈자","2016-04-13",33763,1101266,155917,673,"한국","씨제이이앤엠(주)","15세이상관람가","스릴러","곽재용","임수정,조정석,이진욱,정진영,이기우,온주완,전신환,이민호,김보라,임예진,정웅인,박준규,남태부,차은재,박지원,박소영,백준혁,조민영,신지수,이동희,이성준,이영민,김수영","2016-04-30",18,"토요일",0,4,1,"7,164",7.11,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,168182,0
"시라노;연애조작단","2010-09-16",103761,1778133,29598,339,"한국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스,코미디","김현석","엄태웅,이민정,최다니엘,박신혜,박철민,전아민,송새벽,류현경,김유경,박은성,조재형,송다은,한대룡,서대현,김대인,김상렬,이병규,유일한,이미도,이미소,김지영,이대연,권해효","2010-10-03",18,"일요일",1,4,3,"0",8.73,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,106880,1
"시즌오브더위치마녀호송단","2011-01-13",804,434116,30959,211,"미국","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","어드벤처,드라마,판타지","도미닉세나","니콜라스케이지,론펄먼,크리스토퍼리","2011-01-30",18,"일요일",0,3,0,"0",6.66,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,31415,0
"시체가돌아왔다","2012-03-29",23898,882059,47998,402,"한국","씨제이이앤엠(주)","15세이상관람가","범죄,드라마","우선호","이범수,류승범,김옥빈,정만식,유다인,신정근,고창석,정인기,오정세,배정남,최동헌,김병오,최태환,박혜인,서성만,윤석진,손종학","2012-04-15",18,"일요일",0,4,0,"0",7.41,19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,55629,0
"시카리오데이오브솔다도","2018-06-27",1952,222001,37187,261,"미국","㈜코리아스크린","15세이상관람가","액션,범죄,드라마","스테파노솔리마","조슈브롤린,베니치오델토로,이사벨라모너,캐서린키너","2018-07-14",18,"토요일",0,0,0,"450",8.48,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,42828,0
"시카리오암살자의도시","2015-12-03",1387,125722,9599,206,"미국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","범죄,미스터리,스릴러","드니빌뇌브","에밀리블런트,베니치오델토로,조슈브롤린","2015-12-20",18,"일요일",0,4,0,"409",8.25,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,10547,0
"시크릿","2009-12-03",36583,1000991,53600,391,"한국","씨제이엔터테인먼트","청소년관람불가","스릴러,드라마,미스터리","윤재구","차승원,송윤아,류승룡,김수남,박효주,한아름,천지윤,최가희,박경소,임기홍,이엘,김주석,김준영,박진우,이철민,오정세,최성민,곽민호,김민교","2009-12-20",18,"일요일",0,4,1,"0",7.58,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,60909,0
"식객2김치전쟁","2010-01-28",4699,431598,39297,341,"한국","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","드라마","백동훈,김길형","김정은,진구,왕지혜,한혜숙,허동우,윤현아,박재영,이병준,박정미,황재희,한영수,문정은,이명우,김순태,김정원,오무영,전숙,이학석,이현옥,이혜림,김은숙,최종원,김영옥,박길수,김인우","2010-02-14",18,"일요일",1,4,0,"0",7.2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45705,1
"신과함께-죄와벌","2017-12-20",548356,11000128,406365,1538,"한국","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","판타지,드라마","김용화","하정우,차태현,주지훈,김향기,마동석,김동욱,도경수,오달수,임원희,장광,정해균,김수안,이정재,김해숙,이경영,김하늘,최용훈,강소백,정수윤,이수봉,이승준,이지향,김태준,정지훈,예수정,김기태","2018-01-06",18,"토요일",0,4,3,"57,194",7.85,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,422564,0
"신데렐라","2015-03-19",27553,675593,34177,424,"미국","월트디즈니컴퍼니코리아(주)","전체관람가","멜로/로맨스","케네스브래너","릴리제임스,리처드매든,케이트블란쳇,헬레나본햄카터,홀리데이그레인저,소피맥쉐라","2015-04-05",18,"일요일",0,3,1,"4,666",8.36,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,42339,0
"신들의전쟁","2011-11-10",39097,1249850,86454,486,"미국","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마,액션,판타지","타셈싱","미키루크,헨리카빌,프리다핀토","2011-11-27",18,"일요일",0,3,1,"0",6.41,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,119996,0
"신부들의전쟁","2009-04-02",129,103297,8556,200,"미국","이십세기폭스코리아(주)","12세이상관람가","코미디,멜로/로맨스","게리위닉","앤해서웨이,케이트허드슨","2009-04-19",18,"일요일",0,3,0,"0",7.01,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11308,0
"신비한동물사전","2016-11-16",186224,4035351,242775,1091,"미국","워너브러더스코리아(주)","12세이상관람가","어드벤처,가족,판타지","데이빗예이츠","에디레드메인,콜린파렐,캐서린워터스턴,앨리슨수돌,댄포글러,사만다모튼,젠머레이","2016-12-03",18,"토요일",0,4,3,"12,840",8.21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,245259,0
"신세계","2013-02-21",197753,3369685,168935,602,"한국","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","범죄,액션","박훈정","이정재,최민식,황정민,박성웅,송지효,정영기,이경영,정군,정민욱,정종화,최봉록,권지훈,한동욱,한재덕,허명행,남경민,신수정,연영식,김병옥,김홍파,장광,정재헌,김윤성,최일화","2013-03-10",18,"일요일",0,3,3,"0",8.89,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,178126,0
"신의한수","2014-07-03",178415,3196259,181459,664,"한국","(주)쇼박스","청소년관람불가","범죄,액션","조범구","정우성,안성기,이범수,김인권,이시영,안길강,최진혁,홍성덕,정윤선,강다혜,박지훈,백동현,서병덕,고용석,윤정희,이다혜,최두엽,최시은,최제헌,이명희,권태원,이은지,이정호,이주희,김선웅,김주형,김태진,박갑진,유재상,김홍파,유순철,김명수,안서현,이용녀,최일화","2014-07-20",18,"일요일",0,4,2,"2,407",8.04,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,255404,0
"신이보낸사람","2014-02-13",11450,356893,23038,221,"한국","(주)씨타마운틴픽쳐스,(주)마인스엔터테인먼트","15세이상관람가","드라마","김진무","김인권,홍경인,최규환,기주봉,안병경,조덕제,김재화,박정희,임준규,정동철,정유동,정현기,권혁주,황규연,이정수,이정민,김상준,김은혜,최규환,안병경,오산하","2014-03-02",18,"일요일",0,0,0,"0",8.09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,30149,0
"실버라이닝플레이북","2013-02-14",1975,115676,14934,226,"미국","(주)나이너스엔터테인먼트","청소년관람불가","멜로/로맨스,코미디,드라마","데이빗O.러셀","제니퍼로렌스,브래들리쿠퍼,로버트드니로","2013-03-03",18,"일요일",0,0,0,"0",8.58,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,21796,0
"실종","2009-03-19",16152,571784,35942,243,"한국","(주)시너지하우스(시너지)","청소년관람불가","범죄,스릴러,미스터리","김성홍","문성근,추자현,전세홍,오성수,백설아,허기호,이봉규,남문철","2009-04-05",18,"일요일",0,2,0,"0",6.05,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,35942,0
"심야식당","2015-06-18",4813,108917,6300,167,"일본","(주)영화사진진","12세이상관람가","드라마","마츠오카조지","코바야시카오루,오다기리조,타카오카사키","2015-07-05",18,"일요일",0,0,0,"621",8.59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7441,0
"심야의F.M.","2010-10-14",53426,1053271,40351,372,"한국","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러,범죄","김상만","수애,유지태,정혜영,김동협,제정훈,조영천,김유화,신다은,김보라,최다연,정유미,최용준,김수홍,김윤태,정만식","2010-10-31",18,"일요일",0,4,1,"0",6.84,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,66732,0
"심장이뛴다","2011-01-05",35085,956153,51561,424,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","윤재근","김윤진,박해일,강신일,강신일,한유빈,조윤정,조정준,박현숙,방윤지,서아름,문대영,김경태,임혜진,장유진,전병철,권민경,박선영,정민교,엄세현,이윤재,이승준,박진우,이희준,전배수,이한위,남성호,김상호","2011-01-22",18,"토요일",0,4,1,"0",7.54,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80883,0
"싱글라이더","2017-02-22",1093,348619,65584,554,"한국","워너브러더스코리아(주)","15세이상관람가","드라마","이주영","이병헌,공효진,안소희","2017-03-11",18,"토요일",0,4,0,"3,838",8.22,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,71037,0
"싱스트리트","2016-05-19",23676,464494,23170,465,"아일랜드","(주)이수C&E","15세이상관람가","드라마,멜로/로맨스","존카니","퍼디아월시-필로,루시보인턴,잭레이너","2016-06-05",18,"일요일",0,1,1,"1,449",9.02,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34575,0
"써니","2011-05-04",239213,2441887,55417,392,"한국","씨제이이앤엠(주)","15세이상관람가","드라마,코미디","강형철","유호정,심은경,강소라,고수희,홍진희,강지원,김민영,김선경,진희경,김보미,이연경,박진주,남보라,민효린,윤미라,조민수,박윤정,신윤정,박영서,김예원,천우희,박중훈,최형태,심소희,최혜선,전선희,박혜성,진승환,김보름,김도엽,고은별,이상은,윤수진,최선아,박보영,윤정,임은채,최아름,류혜린,최영호,정은지,이승훈,이다슬,한승현,김새벽,성지루,정원중,정석용,김원해,최명길,이상아,김영옥,김보연,선주아,김시후,김혜옥","2011-05-21",18,"토요일",0,4,3,"0",9.11,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,115339,0
"써로게이트","2009-10-01",21764,761828,68757,180,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","15세이상관람가","SF,스릴러,액션","조나단모스토우","브루스윌리스,라다미첼","2009-10-18",18,"일요일",1,3,0,"0",7.46,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,68993,1
"써커펀치","2011-04-07",19,156327,15852,235,"미국","워너브러더스코리아(주)","15세이상관람가","액션","잭스나이더","바네사허진스,지나말론,에밀리브라우닝,애비코니시","2011-04-24",18,"일요일",0,4,2,"9",6.98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,16858,0
"썬더와마법저택","2013-12-24",9828,836194,18726,312,"벨기에","씨제이이앤엠(주)","전체관람가","애니메이션,어드벤처,가족","벤스타센,제레미드그루손","김태균,정찬우","2014-01-10",18,"금요일",0,4,1,"0",8.81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,23090,0
"썬더일레븐극장판최강군단오우거의습격","2011-05-05",513,123278,56930,166,"일본","(주)미디어데이","전체관람가","애니메이션,어드벤처,액션","미야오요시카즈","타케우치준코","2011-05-22",18,"일요일",0,0,0,"0",8.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,57776,0
"썸머워즈","2009-08-13",2250,125206,11270,96,"일본","씨제이엔터테인먼트","전체관람가","애니메이션,SF,전쟁","호소다마모루","사쿠라바나나미,카미키류노스케","2009-08-30",18,"일요일",0,4,0,"0",8.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,13326,0
"쎄시봉","2015-02-05",64425,1591846,96139,757,"한국","씨제이이앤엠(주)","15세이상관람가","멜로/로맨스,코미디,드라마","김현석","김윤석,정우,한효주,김희애,진구,장현성,강하늘,조복래,김인권,장미진,강명찬,정수교,조성관,천준호,최남주,최성택,최성택,최충열,송민석,박소담,오하늬,윤준호,이미소,김승찬,이병훈,이상희,이승현,안재홍,이대연,이동훈,권해효","2015-02-22",18,"일요일",1,4,3,"12,076",6.06,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,107586,1
"쏘우3D","2010-11-18",112,113983,13348,154,"미국","㈜케이디미디어","청소년관람불가","공포(호러)","케빈그루터트","토빈벨,코스타스맨다이어,벳시러셀,캐리엘위스","2010-12-05",18,"일요일",0,0,0,"0",6.98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,19762,0
"쓰리데이즈","2010-12-22",4014,261221,13586,183,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,스릴러,액션","폴해기스","러셀크로우,엘리자베스뱅크스","2011-01-08",18,"토요일",0,4,0,"0",8.22,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,16666,0
"쓰리데이즈투킬","2014-04-03",145,228062,22745,322,"미국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션,스릴러","맥지","케빈코스트너,엠버허드,헤일리스테인펠드,코니닐슨,에리크에부아니,토마스레마르쿼즈","2014-04-20",18,"일요일",0,4,1,"360",7.35,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,27426,0
"씽","2016-12-21",74686,1520832,30628,555,"미국","유니버설픽쳐스인터내셔널코리아(유)","전체관람가","애니메이션,뮤지컬","가스제닝스","매튜매커너히,리즈위더스푼,스칼렛요한슨,태런에저튼,세스맥팔레인","2017-01-07",18,"토요일",0,3,1,"3,517",8.96,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,36525,0
"아가씨","2016-06-01",117150,3619806,290024,1016,"한국","씨제이이앤엠(주)","청소년관람불가","스릴러,드라마","박찬욱","김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재","2016-06-18",18,"토요일",0,4,2,"21,671",7.09,27,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,300792,0
"아기배달부스토크","2016-12-07",7087,311103,6569,365,"미국","워너브러더스코리아(주)","전체관람가","애니메이션","니콜라스스톨러,더그스윗랜드","앤디샘버그,켈시그래머,제니퍼애니스턴,티버렐","2016-12-24",18,"토요일",0,4,0,"1,376",8.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10374,0
"아더와미니모이-제1탄비밀원정대의출정","2009-07-09",658,125709,4866,201,"프랑스","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","어드벤처,판타지","뤽베송","프레디하이모어,미아패로우","2009-07-26",18,"일요일",0,4,1,"0",8.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,9132,0
"아더크리스마스","2011-11-25",3068,525216,12039,259,"미국","한국소니픽쳐스릴리징브에나비스타영화㈜","전체관람가","애니메이션,가족","베리쿡","빌나이히,휴로리,짐브로드벤트,제임스맥어보이","2011-12-12",18,"월요일",0,3,0,"0",8.74,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,19199,0
"아르고","2012-10-31",379,137436,10631,224,"미국","워너브러더스코리아(주)","15세이상관람가","스릴러","벤애플렉","벤애플렉,존굿맨,알란아킨,브라이언크랜스톤,카일챈들러","2012-11-17",18,"토요일",0,4,0,"0",8.18,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,13222,0
"아메리칸메이드","2017-09-14",676,398827,49188,653,"미국","유니버설픽쳐스인터내셔널코리아(유)","15세이상관람가","범죄,액션","더그라이만","톰크루즈,도널글리슨,사라라이트,제시플레먼스","2017-10-01",18,"일요일",0,3,2,"1,091",7.71,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,49698,0
"아메리칸셰프","2015-01-07",5073,82077,2739,81,"미국","(주)영화사진진","15세이상관람가","코미디","존파브로","존파브로,엠제이안소니,소피아베르가라,스칼렛요한슨,더스틴호프만,로버트다우니주니어,존레귀자모","2015-01-24",18,"토요일",0,0,2,"1,802",8.71,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4700,0
"아메리칸스나이퍼","2015-01-14",9366,294114,19229,284,"미국","워너브러더스코리아(주)","청소년관람불가","액션","클린트이스트우드","브래들리쿠퍼,시에나밀러","2015-01-31",18,"토요일",0,4,0,"1,823",8.67,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,21778,0
"아메리칸허슬","2014-02-20",1555,150033,14272,236,"미국","(주)누리픽쳐스","청소년관람불가","범죄,드라마","데이빗O.러셀","크리스찬베일,돈올리비에리,에이미아담스,브래들리쿠퍼,제니퍼로렌스,제레미레너,루이스C.K.,알렉산드로니볼라","2014-03-09",18,"일요일",0,1,0,"0",7.51,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17796,0
"아바타","2009-12-17",421861,6639892,205303,724,"미국","이십세기폭스코리아(주)","12세이상관람가","SF,액션,어드벤처","제임스카메론","샘워싱턴,조샐다나,시고니위버","2010-01-03",18,"일요일",0,3,1,"0",9.07,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,275696,0
"아부의왕","2012-06-21",3849,486543,48745,410,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","정승구","송새벽,성동일,김성령,고창석,이병준,한채아,이철민,진선규,정승욱,조화영,이성재,신봉곤,안승혁,황석정,김종수,박미현","2012-07-08",18,"일요일",0,4,0,"0",5.66,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,56750,0
"아빠가여자를좋아해","2010-01-14",86,174306,15775,269,"한국","(주)쇼박스","12세이상관람가","멜로/로맨스,코미디","이광재","김지석,이나영,박정현,김희수,조아름,장남열,태인호,이필모,김희원","2010-01-31",18,"일요일",0,4,0,"0",7.88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,19412,0
"아빠는딸","2017-04-12",12238,618076,33396,460,"한국","메가박스(주)플러스엠","12세이상관람가","코미디","김형협","윤제문,정소민,이일화,신구,이미도,강기영,박혁권,허가윤,도희","2017-04-29",18,"토요일",0,3,0,"5,211",8.06,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,40824,0
"아빠를빌려드립니다","2014-11-20",931,163093,13283,324,"한국","메가박스(주)플러스엠,(주)레드로버","12세이상관람가","코미디,가족,드라마","김덕수","김상경,문정희,채정안,이동규,이정희,장원재,정찬우,최민석,김유민,김장원,조재윤,남보라","2014-12-07",18,"일요일",0,3,0,"3,445",7.82,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,20335,0
"아스트로보이-아톰의귀환","2010-01-13",12873,365861,9759,240,"미국","㈜케이디미디어","전체관람가","애니메이션,액션,SF","데이빗보워스","니콜라스케이지,프레디하이모어,크리스틴벨,유승호,조민기,남지현,유세윤","2010-01-30",18,"토요일",0,0,0,"0",8.02,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,39722,0
"아이들...","2011-02-17",51369,1762190,120980,380,"한국","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,스릴러","이규만","박용우,류승룡,성동일,성지루,김여진,박병은,주진모,조덕제,서영화,이의수,손광익,임태환,이상훈,박현수,이보라,최동훈,유지은,이훈직,정민,정계순,양지웅,신현종,장준녕,이봉규,전국환,서주희,라미란,오동주,박미현,이재우","2011-03-06",18,"일요일",0,4,1,"0",7.87,13,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,250469,0
"아이스에이지3공룡시대","2009-08-12",23533,793497,49484,320,"미국","이십세기폭스필름코퍼레이션","전체관람가","애니메이션,어드벤처,가족,드라마","카를로스살다나,마이크트메이어","데니스리어리,퀸라티파,존레귀자모","2009-08-29",18,"토요일",0,2,1,"0",8.77,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,49484,0
"아이스에이지4대륙이동설","2012-07-25",47387,1404989,43227,419,"미국","이십세기폭스코리아(주)","전체관람가","애니메이션,어드벤처,코미디,가족","스티브마티노,마이크트메이어","존레귀자모,레이로마노,데니스리어리,퀸라티파,제니퍼로페즈","2012-08-11",18,"토요일",0,3,1,"0",8.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,45942,0
